dataset,parent,child,type,model,justification
SemEvalFood_SUB,fare,pickle relish,is_a,google/gemma-4-31b-it,"'Fare' is a general term for food or a range of food provided, and since 'pickle relish' is a type of food, it is a specific kind of fare."
SemEvalFood_SUB,herb,garlic,other_related,google/gemma-4-31b-it,"While garlic is used as a culinary herb, botanically it is a bulbous vegetable (allium), and the taxonomy's inclusion of teas under 'herb' suggests a functional/culinary grouping rather than a strict taxonomic subsumption."
SemEvalFood_SUB,fare,taco sauce,is_a,google/gemma-4-31b-it,"'Fare' is a general term for food or a range of food provided, and since taco sauce is a type of food, it is a specific kind of fare."
SemEvalFood_SUB,fare,appetizer,is_a,google/gemma-4-31b-it,"'Fare' is a general term for food or a range of food provided, and an 'appetizer' is a specific kind of food."
SemEvalFood_SUB,fare,"herb tea (herb tea, tisane)",is_a,google/gemma-4-31b-it,"'Fare' is a synonym for food or a range of food provided, and since 'herb tea' is a type of food/drink, it is a specific kind of fare."
SemEvalFood_SUB,herb,fennel seed,part_of,google/gemma-4-31b-it,"A fennel seed is a component part of the fennel plant (which is the herb), not a type of herb itself."
SemEvalFood_SUB,spread,pickle relish,other_related,google/gemma-4-31b-it,"While pickle relish can be used as a spread, not all pickle relishes are spreads (some are used as toppings or ingredients), and not all spreads are relishes; they are sibling categories under 'condiment'."
SemEvalFood_SUB,fare,home fries,is_a,google/gemma-4-31b-it,"'Fare' is a general term for a range of food or a particular type of diet, and 'home fries' is a specific kind of food that falls under that category."
SemEvalFood_SUB,fare,sauce,is_a,google/gemma-4-31b-it,"'Fare' is a general term for food or a range of food provided, and since every sauce is a type of food, it is a kind of fare."
SemEvalFood_SUB,fare,green mayonnaise,is_a,google/gemma-4-31b-it,"'Fare' is a synonym for food or a range of food provided, and since green mayonnaise is a type of food, it is a proper subsumption."
SemEvalFood_SUB,fodder,gazpacho,unrelated,google/gemma-4-31b-it,"Gazpacho is a cold soup for human consumption, whereas fodder is bulk food specifically for livestock, making them distinct categories of food."
SemEvalFood_SUB,fare,potato,is_a,google/gemma-4-31b-it,"'Fare' is a synonym for food or a range of food provided, and since a potato is a type of food, it is a kind of fare."
SemEvalFood_SUB,course,scampi,other_related,google/gemma-4-31b-it,"A scampi dish is a specific type of food that can be served as a course in a meal, but it is not a kind of course itself."
SemEvalFood_SUB,spread,jelly,is_a,google/gemma-4-31b-it,"Every instance of jelly is a type of spread, as it is a food product intended to be spread on other foods."
SemEvalFood_SUB,dressing,ravigote,is_a,google/gemma-4-31b-it,A ravigote (specifically a sauce ravigote) is a specific type of vinaigrette or dressing used in French cuisine.
SemEvalFood_SUB,liquor,gin and it,unrelated,google/gemma-4-31b-it,The term 'gin and it' appears to be a corrupted or noisy string (likely a parsing error for 'gin and its [something]') and does not represent a coherent concept that is a type of liquor.
SemEvalFood_SUB,dressing,steak sauce,other_related,google/gemma-4-31b-it,"Steak sauce is a type of sauce, and while dressings are also a type of sauce, a steak sauce is not a kind of dressing."
SemEvalFood_SUB,fare,flatbread,is_a,google/gemma-4-31b-it,"'Fare' is a general term for a range of food or a particular type of diet, and since flatbread is a type of food, it is a kind of fare."
SemEvalFood_SUB,spread,blue cheese dressing,other_related,google/gemma-4-31b-it,"While both are types of condiments, a blue cheese dressing is a pourable sauce used for salads, whereas a spread is specifically a thick substance intended to be smeared on a surface (like nut butter), meaning a dressing is not a kind of spread."
SemEvalFood_SUB,fodder,ravigote,unrelated,google/gemma-4-31b-it,"A ravigote is a type of sauce or condiment for human consumption, whereas fodder is bulk food (like hay or alfalfa) specifically for livestock, making the two concepts unrelated."
SemEvalFood_SUB,fare,bullshot,is_a,google/gemma-4-31b-it,"'Fare' is a general term for food or a range of food provided, and a 'bullshot' (a cocktail) is a specific type of food/drink item."
SemEvalFood_SUB,fare,relish,is_a,google/gemma-4-31b-it,"'Fare' is a general term for food or a range of food provided, and since a 'relish' is a type of food, it is a specific kind of fare."
SemEvalFood_SUB,sauce,pickle relish,other_related,google/gemma-4-31b-it,"While both are condiments, a pickle relish is a specific type of relish, and relishes are distinct from sauces (which are typically smoother liquids), making them sibling categories under 'condiment' rather than one being a subtype of the other."
SemEvalFood_SUB,starches,grain,made_of,google/gemma-4-31b-it,"Grains are not a type of starch, but rather they are biological entities that contain starch as a primary component."
SemEvalFood_SUB,antipasto,crudites,part_of,google/gemma-4-31b-it,"Crudités (raw vegetables) are often served as a component of an antipasto platter, but they are not a type of antipasto itself."
SemEvalFood_SUB,fare,liquor,is_a,google/gemma-4-31b-it,"'Fare' is a formal or literary term for a range of food and drink provided, and since liquor is a type of drink/food, it is a specific kind of fare."
SemEvalFood_SUB,herb,caraway seed,part_of,google/gemma-4-31b-it,"A caraway seed is a part of the caraway plant (which is an herb), but a seed itself is not a type of herb."
SemEvalFood_SUB,fare,jelly,is_a,google/gemma-4-31b-it,"'Fare' is a formal or literary synonym for food, and since jelly is a type of food, it is also a type of fare."
SemEvalFood_SUB,fodder,scampi,unrelated,google/gemma-4-31b-it,"Scampi is a type of seafood intended for human consumption, whereas fodder is food specifically intended for livestock."
SemEvalFood_SUB,fare,tamale pie,is_a,google/gemma-4-31b-it,"'Fare' is a synonym for 'food' or 'dietary offerings,' and since a tamale pie is a type of food, it is a specific kind of fare."
LLMs4OL_OBI_SUB,material entity,material combination,other_related,google/gemma-4-31b-it,"A 'material combination' is a process or a result of combining materials, whereas a 'material entity' is a physical object; a combination is not a type of entity, but rather something that involves or results in material entities."
LLMs4OL_OBI_SUB,"continuant (continuant, independent continuant)",material combination,unrelated,google/gemma-4-31b-it,"A 'material combination' is a process or result of combining materials, whereas a 'continuant' is an entity that persists through time (like a device or container); therefore, a process is not a kind of persistent entity."
LLMs4OL_OBI_SUB,"assay array (assay array, microarray)",protein expression profiling assay,other_related,google/gemma-4-31b-it,"A 'protein expression profiling assay' is a procedure (process) that may utilize an 'assay array' (a physical device/material entity) as a tool, but a process is not a kind of physical device."
LLMs4OL_OBI_SUB,realizable entity,venous blood thyroid stimulating hormone assay,is_a,google/gemma-4-31b-it,"An assay is a type of planned process, and in many biomedical ontologies (such as BFO), a planned process is a subclass of a realizable entity."
LLMs4OL_OBI_SUB,molecular entity,ceruloplasmin,is_a,google/gemma-4-31b-it,"Ceruloplasmin is a specific type of protein, and since all proteins are molecular entities, every instance of ceruloplasmin is necessarily an instance of a molecular entity."
LLMs4OL_OBI_SUB,realizable entity,protein expression profiling assay,is_a,google/gemma-4-31b-it,"In many biomedical ontologies (like BFO), a 'realizable entity' is a disposition or plan that can be carried out, and since a 'protein expression profiling assay' is a type of planned process/assay that is realized through execution, it is a kind of realizable entity."
LLMs4OL_OBI_SUB,blood assay,lymphocyte assay,is_a,google/gemma-4-31b-it,A lymphocyte assay is a specific type of blood assay because it is a diagnostic test performed on a blood sample to analyze lymphocytes.
LLMs4OL_OBI_SUB,analyte assay,venous blood thyroid stimulating hormone assay,is_a,google/gemma-4-31b-it,"A 'venous blood thyroid stimulating hormone assay' is a specific type of assay that measures a particular analyte (TSH), making it a subset of the general category of 'analyte assays'."
LLMs4OL_OBI_SUB,analyte assay,assay measuring the on rate kon of a t cell epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay measuring the on rate of a T cell epitope-MHC complex is a specific type of assay used to measure an analyte (the complex/binding rate), making it a proper subclass of analyte assay."
LLMs4OL_OBI_SUB,analyte assay,t cell epitope assay,is_a,google/gemma-4-31b-it,"A T cell epitope assay is a specific type of assay designed to measure a particular analyte (the epitope/peptide), making it a subclass of analyte assays."
LLMs4OL_OBI_SUB,realizable entity,albumin assay,is_a,google/gemma-4-31b-it,"An 'albumin assay' is a specific type of laboratory procedure or process, and in many biomedical ontologies (like BFO), a 'realizable entity' is the parent class for processes and roles that can be carried out."
LLMs4OL_OBI_SUB,lymphocyte assay,assay measuring binding of a t cell epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay measuring the binding of a T cell epitope-MHC complex is a specific type of assay performed on or involving lymphocytes, making it a subclass of lymphocyte assays."
LLMs4OL_OBI_SUB,realizable entity,lymphocyte assay,is_a,google/gemma-4-31b-it,"A 'lymphocyte assay' is a specific type of process or procedure, and in many biomedical ontologies (like BFO), a 'realizable entity' is the parent class for all dispositions and processes that can be carried out."
LLMs4OL_OBI_SUB,data item,brother clinical history of cancer,is_a,google/gemma-4-31b-it,'Brother clinical history of cancer' is a specific type of information element that fits the general definition of a 'data item'.
LLMs4OL_OBI_SUB,assay,assay measuring the on rate kon of a t cell epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay measuring the on rate of a T cell epitope-MHC complex is a specific type of assay, meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_OBI_SUB,blood assay,monocyte assay,is_a,google/gemma-4-31b-it,A monocyte assay is a specific type of blood assay because it is a procedure performed on a blood sample to analyze monocytes.
LLMs4OL_OBI_SUB,realizable entity,anticoagulant-containing test tube,unrelated,google/gemma-4-31b-it,"An 'anticoagulant-containing test tube' is a physical object (material entity/continuant), whereas a 'realizable entity' refers to an occurrence, process, or role that can be brought into existence, making the two conceptually distinct categories."
LLMs4OL_OBI_SUB,molecular entity,protein,is_a,google/gemma-4-31b-it,Every protein is by definition a type of molecular entity.
LLMs4OL_OBI_SUB,realizable entity,analyte assay,is_a,google/gemma-4-31b-it,"An 'analyte assay' is a specific type of process or activity that can be defined as a 'realizable entity' (a concept that can be instantiated in the real world), making it a proper subsumption."
LLMs4OL_OBI_SUB,"continuant (continuant, independent continuant)",alpha-beta t cell,is_a,google/gemma-4-31b-it,"In basic ontological frameworks (like BFO), a 'continuant' is any entity that persists through time, and since an 'alpha-beta t cell' is a physical biological entity, it is a type of continuant."
LLMs4OL_OBI_SUB,analyte assay,protein expression profiling assay,is_a,google/gemma-4-31b-it,"A protein expression profiling assay is a specific type of assay designed to measure the levels of protein analytes, meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_OBI_SUB,assay,epitope protection experiment,is_a,google/gemma-4-31b-it,An epitope protection experiment is a specific type of laboratory assay used to determine if a particular site on a molecule is protected from modification or binding.
LLMs4OL_OBI_SUB,realizable entity,assay measuring quantitative binding of an epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay is a process or procedure that can be categorized as a realizable entity (something that can be carried out), making this a proper subsumption."
LLMs4OL_OBI_SUB,"continuant (continuant, independent continuant)",ceruloplasmin,is_a,google/gemma-4-31b-it,"Ceruloplasmin is a protein, and in formal ontologies (like BFO), a protein is a type of continuant (an entity that persists through time)."
LLMs4OL_OBI_SUB,realizable entity,carboxyfluorescein succinimidyl ester staining assay,is_a,google/gemma-4-31b-it,"A 'carboxyfluorescein succinimidyl ester staining assay' is a specific type of planned process or assay, whereas 'realizable entity' (as evidenced by its children like 'role') refers to a conceptual role or potentiality that can be fulfilled, making the relationship one of a process being a type of "
LLMs4OL_OBI_SUB,realizable entity,comprehensive metabolic panel venous blood albumin assay,is_a,google/gemma-4-31b-it,"An assay is a type of planned process, and in many biomedical ontologies (such as BFO), a planned process is a subclass of a realizable entity."
LLMs4OL_OBI_SUB,realizable entity,arthropod specimen collection by aspiration,is_a,google/gemma-4-31b-it,"'Arthropod specimen collection by aspiration' is a specific type of process, and in formal ontologies (like BFO), a process is a type of 'realizable entity'."
LLMs4OL_OBI_SUB,realizable entity,specimen collection process,other_related,google/gemma-4-31b-it,"In biomedical ontologies (such as BFO), a 'realizable entity' is a disposition or role that can be instantiated as a process, meaning a 'specimen collection process' is the actualization of a realizable entity rather than a type of one."
LLMs4OL_OBI_SUB,realizable entity,assay measuring binding of a t cell epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay is a process or activity that can be performed, and in many biomedical ontologies (like BFO or OBO), such activities are categorized as ""realizable entities."""
LLMs4OL_OBI_SUB,analyte assay,carboxyfluorescein succinimidyl ester staining assay,is_a,google/gemma-4-31b-it,"A carboxyfluorescein succinimidyl ester staining assay is a specific type of assay used to detect or quantify a particular analyte, making it a subclass of analyte assays."
LLMs4OL_OBI_SUB,"continuant (continuant, independent continuant)",organization,is_a,google/gemma-4-31b-it,"In formal ontology (such as BFO), a continuant is an entity that persists through time, and an organization is a type of social entity that persists through time, making it a subclass of continuant."
LLMs4OL_OBI_SUB,realizable entity,organism detection assay,instance_of,google/gemma-4-31b-it,"An 'organism detection assay' is a specific type of process or procedure, whereas a 'realizable entity' (especially given its children like 'role') typically refers to a conceptual entity that can be instantiated, making the assay an instance or a specific realization of such an entity rather than a"
LLMs4OL_OBI_SUB,realizable entity,in vivo assay measuring b cell epitope specific protection based on survival,is_a,google/gemma-4-31b-it,"An assay is a process or activity that can be carried out, which fits the definition of a 'realizable entity' (a concept that can be instantiated as a process or role)."
LLMs4OL_OBI_SUB,"continuant (continuant, independent continuant)",data item,unrelated,google/gemma-4-31b-it,"A 'data item' is an informational entity (occurrent or abstract), whereas a 'continuant' is an entity that persists through time (like a physical object or device), making the two conceptually distinct categories."
LLMs4OL_OBI_SUB,assay,thyroid stimulating hormone assay,is_a,google/gemma-4-31b-it,"A 'thyroid stimulating hormone assay' is a specific type of 'assay', meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_OBI_SUB,analyte assay,5-nucleotidase activity level assay,is_a,google/gemma-4-31b-it,A 5-nucleotidase activity level assay is a specific type of analyte assay because it measures the concentration or activity of a specific analyte (the 5-nucleotidase enzyme).
LLMs4OL_OBI_SUB,"continuant (continuant, independent continuant)",adjuvant role,attribute_of,google/gemma-4-31b-it,"An 'adjuvant role' is a functional role that is played by a continuant (such as a chemical or device), but a role itself is a realizable entity, not a kind of continuant."
LLMs4OL_OBI_SUB,analyte assay,lymphocyte count assay,is_a,google/gemma-4-31b-it,"A lymphocyte count assay is a specific type of assay designed to measure a particular analyte (lymphocytes), meaning every instance of a lymphocyte count assay is necessarily an instance of an analyte assay."
LLMs4OL_OBI_SUB,realizable entity,epitope specific cytokine production by t cells,is_a,google/gemma-4-31b-it,"In biomedical ontologies (like the OBO Foundry), a 'realizable entity' is a class for things that can be performed or enacted (such as processes or roles), and 'epitope specific cytokine production by t cells' is a specific type of biological process that is realized."
LLMs4OL_OBI_SUB,t cell epitope assay,assay measuring epitope specific interferon-alpha production by t cells,is_a,google/gemma-4-31b-it,"An assay measuring epitope-specific interferon-alpha production by T cells is a specific type of T cell epitope assay, as it is one method used to evaluate T cell responses to a particular epitope."
LLMs4OL_OBI_SUB,"continuant (continuant, independent continuant)",connection function,attribute_of,google/gemma-4-31b-it,"A 'connection function' is a process or role (an occurrent) that describes how a 'continuant' (an object or entity) operates, rather than being a type of object itself."
LLMs4OL_OBI_SUB,material separation device,cytometer,other_related,google/gemma-4-31b-it,"A cytometer is a device used to measure and analyze cells, often utilizing separation techniques (like flow cytometry), but it is fundamentally a measurement device rather than a type of material separation device."
LLMs4OL_OBI_SUB,assay,nose to finger assessment,unrelated,google/gemma-4-31b-it,"A 'nose to finger assessment' is a clinical physical examination of motor coordination, whereas an 'assay' is a laboratory procedure to measure the presence or amount of a substance or a specific chemical activity."
LLMs4OL_OBI_SUB,assay measuring quantitative binding of an epitopemhctcr complex,assay measuring binding of a t cell epitopemhctcr complex,is_a,google/gemma-4-31b-it,"The stated parent ('assay measuring binding...') is a general category of assay, while the stated child ('assay measuring quantitative binding...') is a more specific type of that assay (one that provides quantitative data), meaning the subsumption direction is correct."
LLMs4OL_OBI_SUB,assay,assay measuring epitope specific interferon-alpha production by t cells,is_a,google/gemma-4-31b-it,"An 'assay measuring epitope specific interferon-alpha production by t cells' is a specific type of 'assay', meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_OBI_SUB,lymphocyte assay,assay measuring quantitative binding of an epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay measuring the binding of an epitope-MHC complex is a specific type of T cell assay, and since T cells are a type of lymphocyte, this assay is a specialized kind of lymphocyte assay."
LLMs4OL_OBI_SUB,realizable entity,5-nucleotidase activity level assay,is_a,google/gemma-4-31b-it,"An assay is a type of planned process, and in many biomedical ontologies (like BFO), a planned process is a subclass of a realizable entity."
LLMs4OL_OBI_SUB,realizable entity,polymerase chain reaction assay,is_a,google/gemma-4-31b-it,"A 'polymerase chain reaction assay' is a specific type of process or procedure, and in many formal ontologies (like BFO), a 'realizable entity' is the disposition or plan that can be enacted as a process, making the assay a specific kind of realizable entity."
LLMs4OL_OBI_SUB,measurement device,"assay array (assay array, microarray)",is_a,google/gemma-4-31b-it,"An assay array (such as a microarray) is a tool used to perform measurements, making it a specific type of measurement device."
LLMs4OL_OBI_SUB,blood assay,albumin assay,is_a,google/gemma-4-31b-it,"An albumin assay is a specific type of blood assay, as it is a laboratory test performed on a blood sample to measure albumin levels."
LLMs4OL_OBI_SUB,realizable entity,live arthropod specimen collection process,is_a,google/gemma-4-31b-it,"In ontology and taxonomy standards (such as BFO), a ""realizable entity"" is a disposition or process that can be instantiated, and a ""collection process"" is a specific type of process that can be realized."
LLMs4OL_OBI_SUB,measurement datum,brother clinical history of cancer,other_related,google/gemma-4-31b-it,"A brother's clinical history of cancer is a specific piece of information (a data item) that is recorded, but it is not a ""measurement datum"" (like a dose or a lab value), as it is a qualitative historical fact rather than a quantitative measurement."
LLMs4OL_OBI_SUB,material processing,specimen collection process,other_related,google/gemma-4-31b-it,"Collecting a specimen is a step that precedes or enables the processing of that material, but the act of collection itself is not a type of material processing."
LLMs4OL_OBI_SUB,realizable entity,insecticide resistance by detecting enzyme activity assay,is_a,google/gemma-4-31b-it,"An assay is a type of planned process, and in many formal ontologies (such as BFO), a planned process is a subclass of a realizable entity."
LLMs4OL_OBI_SUB,measurement datum,clinical history,has_part,google/gemma-4-31b-it,"A clinical history is a comprehensive record containing various data points, whereas a measurement datum is a single specific value; therefore, a measurement datum is a component part of a clinical history."
LLMs4OL_OBI_SUB,blood assay,thyroid stimulating hormone assay,is_a,google/gemma-4-31b-it,"A thyroid stimulating hormone assay is a specific type of blood assay, as it is a diagnostic test performed on a blood sample."
LLMs4OL_OBI_SUB,realizable entity,insecticide resistance assay,is_a,google/gemma-4-31b-it,"An 'insecticide resistance assay' is a specific type of process or activity, and in many formal ontologies (like BFO), a 'realizable entity' is the disposition or capacity that is manifested as a process, meaning the assay is the realization of that entity."
LLMs4OL_OBI_SUB,assay,cytometry assay,is_a,google/gemma-4-31b-it,"A cytometry assay is a specific type of assay used to measure the characteristics of cells, meaning every instance of a cytometry assay is necessarily an instance of an assay."
LLMs4OL_OBI_SUB,realizable entity,parasite detection assay,is_a,google/gemma-4-31b-it,"In many formal ontologies (like BFO), a 'realizable entity' is a disposition or process that can be instantiated, and since a 'parasite detection assay' is a planned process (a type of realizable entity), the subsumption holds."
LLMs4OL_OBI_SUB,analyte assay,in vivo assay measuring b cell epitope specific protection based on survival,is_a,google/gemma-4-31b-it,"An in vivo survival assay measuring protection is a specific type of assay used to quantify a biological response (the analyte/protection level), making it a specialized instance of an analyte assay."
LLMs4OL_OBI_SUB,cytometry assay,carboxyfluorescein succinimidyl ester staining assay,is_a,google/gemma-4-31b-it,"A carboxyfluorescein succinimidyl ester (CFSE) staining assay is a specific type of assay used to label cells for subsequent analysis via flow cytometry, making it a specialized kind of cytometry assay."
LLMs4OL_OBI_SUB,realizable entity,assay measuring the on rate kon of a t cell epitopemhctcr complex,other_related,google/gemma-4-31b-it,"An assay is a process or procedure used to measure a property, whereas a 'realizable entity' (often used in ontologies like BFO or OBO) refers to a role or disposition that is instantiated in a specific entity, making the assay the activity that realizes or measures the property rather than a type o"
LLMs4OL_OBI_SUB,realizable entity,affymetrix rhesus macaque genome array,other_related,google/gemma-4-31b-it,"The 'affymetrix rhesus macaque genome array' is a physical device (material entity), whereas a 'realizable entity' (such as a role) is an entity that is realized when a material entity fulfills a specific function; therefore, the array is the thing that can realize a role, not a type of realizable e"
LLMs4OL_OBI_SUB,planned process,adult arthropod specimen collection process,is_a,google/gemma-4-31b-it,"An 'adult arthropod specimen collection process' is a specific type of process that is planned, meaning every instance of the former is necessarily an instance of a planned process."
LLMs4OL_OBI_SUB,analyte assay,insecticide resistance by detecting enzyme activity assay,is_a,google/gemma-4-31b-it,"An assay that detects enzyme activity to determine insecticide resistance is a specific type of assay used to measure a particular analyte (the enzyme), making it a subset of analyte assays."
LLMs4OL_OBI_SUB,assay,assay measuring quantitative binding of an epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay measuring quantitative binding of an epitope-MHC complex is a specific type of assay, meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_OBI_SUB,realizable entity,functional assessment of individual,is_a,google/gemma-4-31b-it,"A functional assessment is a process or activity that can be carried out (realized), making it a type of realizable entity."
LLMs4OL_OBI_SUB,realizable entity,"continuant (continuant, independent continuant)",unrelated,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a 'realizable entity' is an occurrent (something that happens), whereas a 'continuant' is an entity that persists through time; they are mutually exclusive top-level categories, and a continuant cannot be a kind of realizable entity."
LLMs4OL_OBI_SUB,"continuant (continuant, independent continuant)",accessed material role,attribute_of,google/gemma-4-31b-it,"A role is not a kind of continuant, but rather a quality or function that is borne by a continuant (the entity playing the role)."
LLMs4OL_OBI_SUB,assay,manual differential bodily fluid monocyte count assay,is_a,google/gemma-4-31b-it,"A 'manual differential bodily fluid monocyte count assay' is a specific type of 'assay', meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_OBI_SUB,analyte assay,assay measuring binding of a t cell epitopemhctcr complex,is_a,google/gemma-4-31b-it,An assay that measures the binding of a specific complex is a specialized type of assay designed to measure an analyte.
LLMs4OL_OBI_SUB,analyte assay,organism detection assay,is_a,google/gemma-4-31b-it,An organism detection assay is a specific type of analyte assay where the analyte being measured is the organism (or a marker of it).
LLMs4OL_OBI_SUB,planned process,specimen collection process,is_a,google/gemma-4-31b-it,"A specimen collection process is a specific type of process that is planned and executed, fitting the definition of a proper subsumption."
LLMs4OL_OBI_SUB,analyte assay,assay measuring a binding constant of a t cell epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay that measures a binding constant of a specific complex is a specialized type of assay used to analyze a specific analyte (the complex), making it a proper subsumption of 'analyte assay'."
LLMs4OL_OBI_SUB,analyte assay,insecticide resistance assay,other_related,google/gemma-4-31b-it,"An insecticide resistance assay measures the biological response of an organism to a chemical, whereas an analyte assay measures the concentration or presence of a specific chemical substance (the analyte) itself."
LLMs4OL_OBI_SUB,realizable entity,arthropod specimen collection process,is_a,google/gemma-4-31b-it,"In ontology frameworks (like BFO), a ""realizable entity"" is a disposition or process that can be instantiated, and a ""specimen collection process"" is a specific type of process that can be realized."
LLMs4OL_OBI_SUB,realizable entity,adult arthropod specimen collection process,other_related,google/gemma-4-31b-it,"A collection process is a type of activity or process, and in many formal ontologies (such as BFO), a ""realizable entity"" is the disposition or role that is manifested as a process, meaning the process is the realization of the realizable entity rather than a subclass of it."
LLMs4OL_OBI_SUB,assay,dna subtraction,other_related,google/gemma-4-31b-it,"DNA subtraction is a method for removing specific sequences from a DNA sample (a separation/processing technique), whereas an assay is a procedure for measuring or detecting the presence/activity of a substance; while both are planned processes, DNA subtraction is not a type of measurement."
LLMs4OL_OBI_SUB,planned process,arthropod specimen collection by aspiration,is_a,google/gemma-4-31b-it,"Collecting an arthropod specimen by aspiration is a specific type of process that is planned, meaning every instance of this collection method is also an instance of a planned process."
LLMs4OL_OBI_SUB,assay,lymphocyte count assay,is_a,google/gemma-4-31b-it,"A lymphocyte count assay is a specific type of assay used to measure the number of lymphocytes, meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_OBI_SUB,planned process,manual differential bodily fluid monocyte count assay,is_a,google/gemma-4-31b-it,"A 'manual differential bodily fluid monocyte count assay' is a specific type of assay, and since 'assay' is listed as a child of 'planned process', the specific assay is by transitive property a kind of planned process."
LLMs4OL_OBI_SUB,t cell epitope assay,carboxyfluorescein succinimidyl ester staining assay measuring epitope specific proliferation of t cells,is_a,google/gemma-4-31b-it,"The 'carboxyfluorescein succinimidyl ester staining assay measuring epitope specific proliferation of t cells' is a specific type of assay used to evaluate t cell epitopes, making it a subclass of the more general 't cell epitope assay'."
LLMs4OL_OBI_SUB,realizable entity,adding a material entity into a target,is_a,google/gemma-4-31b-it,"'Adding a material entity into a target' is a specific process or action, whereas a 'realizable entity' is a general ontological category for things that can be instantiated (such as roles or processes), making the process a kind of realizable entity."
LLMs4OL_OBI_SUB,assay,functional assessment of individual,other_related,google/gemma-4-31b-it,"A functional assessment of an individual is a broad evaluative process that may utilize various assays as tools, but it is not a type of assay itself."
LLMs4OL_OBI_SUB,analyte assay,nanodroplet processing in one pot for trace samples assay,is_a,google/gemma-4-31b-it,"A 'nanodroplet processing in one pot for trace samples assay' is a specific type of assay designed to measure an analyte, meaning every instance of this specific method is also an instance of an analyte assay."
LLMs4OL_OBI_SUB,assay,affymetrix rhesus macaque genome array,other_related,google/gemma-4-31b-it,"The 'affymetrix rhesus macaque genome array' is a physical device (material entity) used to perform an assay, whereas 'assay' is defined here as a planned process; therefore, the array is a tool used in the process rather than a type of process itself."
LLMs4OL_OBI_SUB,enzymatic activity level assay,insecticide resistance by detecting enzyme activity assay,is_a,google/gemma-4-31b-it,"An 'insecticide resistance by detecting enzyme activity assay' is a specific type of 'enzymatic activity level assay' used for a particular purpose (detecting resistance), meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_OBI_SUB,realizable entity,connection function,is_a,google/gemma-4-31b-it,"A 'connection function' is a specific type of function that can be realized by a physical entity, making it a kind of 'realizable entity' (a concept that can be instantiated by a material object)."
LLMs4OL_OBI_SUB,realizable entity,blood assay,is_a,google/gemma-4-31b-it,"In many biomedical ontologies (like BFO), a 'realizable entity' is a disposition or plan that can be instantiated as a process, and since a 'blood assay' (as a planned process) is a type of entity that can be realized, it is a subclass of realizable entity."
LLMs4OL_OBI_SUB,planned process,live arthropod specimen collection process,is_a,google/gemma-4-31b-it,"A 'live arthropod specimen collection process' is a specific type of process that is planned, meaning every instance of the former is necessarily an instance of a planned process."
LLMs4OL_OBI_SUB,realizable entity,epitope specific interleukin-3 production by t cells,is_a,google/gemma-4-31b-it,"The term 'epitope specific interleukin-3 production by t cells' describes a biological process, which in many biomedical ontologies (like the Gene Ontology or OBO Foundry) is categorized as a 'realizable entity' because it is an entity that can be realized or carried out by a biological agent."
LLMs4OL_OBI_SUB,assay,lymphocyte assay,is_a,google/gemma-4-31b-it,"A lymphocyte assay is a specific type of assay used to analyze lymphocytes, meaning every instance of a lymphocyte assay is necessarily an instance of an assay."
LLMs4OL_OBI_SUB,planned process,epitope protection experiment,is_a,google/gemma-4-31b-it,"An 'epitope protection experiment' is a specific type of 'planned process' (specifically a scientific procedure), meaning every instance of the experiment is also an instance of a planned process."
LLMs4OL_OBI_SUB,realizable entity,assay measuring a binding constant of a t cell epitopemhctcr complex,is_a,google/gemma-4-31b-it,"An assay is a process or procedure that can be categorized as a realizable entity (something that can be carried out), making it a specific type of realizable entity."
LLMs4OL_OBI_SUB,analyte assay,assay measuring epitope specific interferon-alpha production by t cells,is_a,google/gemma-4-31b-it,An assay that measures a specific protein (interferon-alpha) produced by specific cells (T cells) is a specific type of assay designed to measure an analyte.
LLMs4OL_OBI_SUB,analyte assay,enzymatic activity level assay,is_a,google/gemma-4-31b-it,An enzymatic activity level assay is a specific type of analyte assay because it measures the concentration or activity of a specific biological analyte (the enzyme).
LLMs4OL_OBI_SUB,assay,albumin assay,is_a,google/gemma-4-31b-it,"An albumin assay is a specific type of assay used to measure the concentration of albumin, meaning every instance of an albumin assay is necessarily an instance of an assay."
LLMs4OL_OBI_SUB,realizable entity,assay measuring epitope specific interferon-alpha production by t cells,is_a,google/gemma-4-31b-it,"An assay is a process or procedure that can be carried out, which fits the definition of a 'realizable entity' (an entity that exists when a process is performed)."
