dataset,source,parent,child,is_fp,type,model,justification
LLMs4OL_MatOnto_SUB,gt,density unit,linear density unit,,is_a,gemini-3.1-pro-preview,"A linear density unit is a specific type of density unit used to measure mass per unit length, meaning every linear density unit is inherently a density unit."
LLMs4OL_MatOnto_SUB,gt,density unit,area density unit,,is_a,gemini-3.1-pro-preview,"An area density unit is a specific type of density unit used to measure mass per unit area, meaning every instance of an area density unit is also an instance of a density unit."
LLMs4OL_MatOnto_SUB,gt,identifier,molecular formula,,is_a,gemini-3.1-pro-preview,A molecular formula is a specific type of identifier used to represent the atomic composition of a chemical compound.
LLMs4OL_MatOnto_SUB,gt,mixture,homogeneous mixture,,is_a,gemini-3.1-pro-preview,"A homogeneous mixture is by definition a specific type of mixture, meaning every instance of a homogeneous mixture is also an instance of a mixture."
LLMs4OL_MatOnto_SUB,gt,molecular center,chiral center,,is_a,gemini-3.1-pro-preview,"A chiral center is a specific type of molecular center characterized by an asymmetric arrangement of attached atoms or groups, meaning every chiral center is a molecular center."
LLMs4OL_MatOnto_SUB,gt,angle,solid angle,,is_a,gemini-3.1-pro-preview,"A solid angle is a specific type of angle that measures a three-dimensional angular spread, making it a proper subtype of the broader concept of an angle."
LLMs4OL_MatOnto_SUB,gt,scaled unit,peta scaled unit,,is_a,gemini-3.1-pro-preview,"Every peta scaled unit is a specific type of scaled unit that uses the peta prefix, making this a proper subsumption relationship."
LLMs4OL_MatOnto_SUB,gt,scaled unit,zepto scaled unit,,is_a,gemini-3.1-pro-preview,"A zepto scaled unit is a specific type of scaled unit that incorporates the zepto prefix, meaning every zepto scaled unit is inherently a scaled unit."
LLMs4OL_MatOnto_SUB,gt,measured property,molecularquality,,is_a,gemini-3.1-pro-preview,"A molecular quality is a specific type of measurable characteristic or property that pertains to molecules, making it a proper subclass of a measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,wavenumber,,is_a,gemini-3.1-pro-preview,"Wavenumber is a specific type of physical quantity or property that can be measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,permittivity,,is_a,gemini-3.1-pro-preview,"Permittivity is a specific type of physical property that can be quantified, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,radiation,,other_related,gemini-3.1-pro-preview,"Radiation is a physical phenomenon or energy in transit, not a property or quality, whereas a ""measured property"" is a quantifiable attribute; thus, radiation is not a kind of measured property, though its characteristics can be measured."
LLMs4OL_MatOnto_SUB,gt,measured property,density,,is_a,gemini-3.1-pro-preview,"Density is a specific type of property that can be measured, meaning every instance of density is an instance of a measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,velocity,,is_a,gemini-3.1-pro-preview,"Velocity is a specific type of physical quantity that can be measured, meaning it is a kind of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,surface tension,,is_a,gemini-3.1-pro-preview,"Surface tension is a specific type of physical property that can be quantified, meaning it is a kind of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,angular acceleration,,is_a,gemini-3.1-pro-preview,"Angular acceleration is a specific type of physical quantity or property that can be measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,molar entropy,,is_a,gemini-3.1-pro-preview,"Molar entropy is a specific type of physical property that can be quantified, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,electric resistance,,is_a,gemini-3.1-pro-preview,"Electric resistance is a specific type of property that can be measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,temperature,,is_a,gemini-3.1-pro-preview,"Temperature is a specific type of property that can be quantified or measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,intensive property,,is_a,gemini-3.1-pro-preview,An intensive property is a specific type of measured property (alongside extensive properties) that does not depend on the amount of matter present.
LLMs4OL_MatOnto_SUB,gt,measured property,angle,,is_a,gemini-3.1-pro-preview,"An angle is a specific type of property or quality that can be quantified or measured, making it a subclass of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,magnetic flux,,is_a,gemini-3.1-pro-preview,"Magnetic flux is a specific type of physical quantity or property that can be measured, making it a proper subtype of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,concentration,,is_a,gemini-3.1-pro-preview,"Concentration is a specific type of property that can be measured, making it a subclass of measured property."
LLMs4OL_MatOnto_SUB,gt,measured property,count,,is_a,gemini-3.1-pro-preview,"A count is a specific type of measured property that quantifies the discrete number of entities in a collection, making it a proper subtype."
LLMs4OL_MatOnto_SUB,gt,electronegativity,pauling electronegativity,,is_a,gemini-3.1-pro-preview,"Pauling electronegativity is a specific type or scale of electronegativity, meaning every instance of Pauling electronegativity is also an instance of electronegativity."
LLMs4OL_MatOnto_SUB,gt,electronegativity,mulliken electronegativity,,is_a,gemini-3.1-pro-preview,"Mulliken electronegativity is a specific type or scale of electronegativity, meaning every instance of it is an instance of electronegativity."
LLMs4OL_MatOnto_SUB,gt,intensive property,flexural modulus,,is_a,gemini-3.1-pro-preview,"Flexural modulus is a specific type of intensive property that measures a material's stiffness, meaning every instance of flexural modulus is an instance of an intensive property."
LLMs4OL_MatOnto_SUB,gt,continuant,independent_continuant,,is_a,gemini-3.1-pro-preview,"Every independent continuant is, by definition, a specific type of continuant that can exist independently of other entities."
LLMs4OL_MatOnto_SUB,gt,continuant,dependent_continuant,,is_a,gemini-3.1-pro-preview,"A dependent continuant is by definition a specific subtype of continuant that requires another entity to exist, meaning every dependent continuant is a continuant."
LLMs4OL_MatOnto_SUB,gt,ion,anion,,is_a,gemini-3.1-pro-preview,"An anion is defined as a negatively charged ion, meaning every instance of an anion is inherently a specific type of ion."
LLMs4OL_MatOnto_SUB,gt,periodic table element,periodic block,,has_part,gemini-3.1-pro-preview,"A periodic block is a specific region or collection of the periodic table that consists of multiple chemical elements, meaning the parent (periodic table element) is a component or member of the child (periodic block)."
LLMs4OL_MatOnto_SUB,gt,quality,measured property,,is_a,gemini-3.1-pro-preview,"A measured property is a specific type of quality that has been or can be quantified through measurement, making it a proper subclass."
LLMs4OL_MatOnto_SUB,gt,quality,chemical quality,,is_a,gemini-3.1-pro-preview,"A chemical quality is a specific type of quality, meaning every instance of a chemical quality is inherently an instance of a quality."
LLMs4OL_MatOnto_SUB,gt,periodic block,p-block element,,part_of,gemini-3.1-pro-preview,"A p-block element is a member or component of a periodic block (specifically the p-block), rather than being a type of periodic block itself."
LLMs4OL_MatOnto_SUB,gt,carbon allotrope,fullerene,,is_a,gemini-3.1-pro-preview,"A fullerene is a specific structural form of carbon, meaning every fullerene is by definition a type of carbon allotrope."
LLMs4OL_MatOnto_SUB,gt,carbon allotrope,chaoite,,is_a,gemini-3.1-pro-preview,"Chaoite is a specific mineral that is an allotrope of carbon, meaning every instance of chaoite is an instance of a carbon allotrope."
LLMs4OL_MatOnto_SUB,gt,electromagnetic radiation unit,luminous flux unit,,is_a,gemini-3.1-pro-preview,"A luminous flux unit (such as the lumen) is a specific type of unit used to measure a property of light, making it a kind of electromagnetic radiation unit."
LLMs4OL_MatOnto_SUB,gt,atom,rubidium atom,,is_a,gemini-3.1-pro-preview,"A rubidium atom is a specific type of atom, meaning every instance of a rubidium atom is also an instance of an atom."
LLMs4OL_MatOnto_SUB,gt,atom,gallium atom,,is_a,gemini-3.1-pro-preview,"A gallium atom is a specific type of atom, meaning every instance of a gallium atom is also an instance of an atom."
LLMs4OL_MatOnto_SUB,gt,atom,tellurium atom,,is_a,gemini-3.1-pro-preview,"A tellurium atom is a specific type of atom, meaning every instance of a tellurium atom is also an instance of an atom."
LLMs4OL_MatOnto_SUB,gt,atom,curium atom,,is_a,gemini-3.1-pro-preview,"A curium atom is a specific type of atom, meaning every instance of a curium atom is also an instance of an atom."
LLMs4OL_MatOnto_SUB,gt,atom,potassium atom,,is_a,gemini-3.1-pro-preview,"Every potassium atom is a specific type of atom, making this a proper subsumption relationship."
LLMs4OL_MatOnto_SUB,gt,atom,terbium atom,,is_a,gemini-3.1-pro-preview,"A terbium atom is a specific kind of atom, meaning every instance of a terbium atom is also an instance of an atom."
LLMs4OL_MatOnto_SUB,gt,radiation,exposure,,other_related,gemini-3.1-pro-preview,"Exposure refers to the state of being subjected to radiation or a measurement of the radiation received, rather than being a specific type of radiation itself."
LLMs4OL_MatOnto_SUB,gt,material,ceramic material,,is_a,gemini-3.1-pro-preview,"Every ceramic material is by definition a specific type of material, making this a proper subsumption relationship."
LLMs4OL_MatOnto_SUB,gt,unit,electromagnetic radiation unit,,is_a,gemini-3.1-pro-preview,"An electromagnetic radiation unit is a specific type of unit used to measure properties of electromagnetic radiation, making it a proper subtype."
LLMs4OL_MatOnto_SUB,gt,unit,catalytic activity unit,,is_a,gemini-3.1-pro-preview,A catalytic activity unit is a specific type of unit used to measure the catalytic activity of enzymes or other catalysts.
LLMs4OL_MatOnto_SUB,gt,unit,derivedunit,,is_a,gemini-3.1-pro-preview,"A derived unit is a specific type of unit of measurement, meaning every derived unit is inherently a unit."
LLMs4OL_MatOnto_SUB,gt,unit,conduction unit,,is_a,gemini-3.1-pro-preview,"A conduction unit is a specific type of unit used to measure electrical conduction, meaning every instance of a conduction unit is also an instance of a unit."
LLMs4OL_MatOnto_SUB,gt,unit,molar mass unit,,is_a,gemini-3.1-pro-preview,"A molar mass unit is a specific type of measurement unit, meaning every molar mass unit is inherently a unit."
LLMs4OL_MatOnto_SUB,gt,unit,energy unit,,is_a,gemini-3.1-pro-preview,"An energy unit is a specific type of unit used to measure energy, meaning every energy unit is inherently a unit."
LLMs4OL_MatOnto_SUB,gt,unit,density unit,,is_a,gemini-3.1-pro-preview,"A density unit is a specific kind of unit used for measuring density, meaning every density unit is inherently a unit."
LLMs4OL_MatOnto_SUB,gt,unit,electric resistance unit,,is_a,gemini-3.1-pro-preview,"An electric resistance unit is a specific type of unit used for measuring electrical resistance, meaning every instance of the former is an instance of the latter."
LLMs4OL_MatOnto_SUB,gt,unit,moment of force unit,,is_a,gemini-3.1-pro-preview,"A moment of force unit is a specific type of unit of measurement, meaning every instance of the former is an instance of the latter."
LLMs4OL_MatOnto_SUB,gt,unit,electric current unit,,is_a,gemini-3.1-pro-preview,"An electric current unit is a specific type of unit of measurement, meaning every electric current unit is a unit."
LLMs4OL_MatOnto_SUB,gt,unit,molecular mass unit,,is_a,gemini-3.1-pro-preview,"A molecular mass unit is a specific type of unit used to measure mass at the molecular or atomic level, making it a proper subclass of unit."
LLMs4OL_MatOnto_SUB,gt,unit,radiation unit,,is_a,gemini-3.1-pro-preview,"A radiation unit is a specific type of unit used to measure radiation, meaning every radiation unit is inherently a unit."
LLMs4OL_MatOnto_SUB,gt,unit raised to power,unit raised to power of three,,is_a,gemini-3.1-pro-preview,"A unit raised to the power of three is a specific type of unit raised to a power, making this a proper subsumption relationship."
LLMs4OL_MatOnto_SUB,gt,unit raised to power,unit raised to power of negative one,,is_a,gemini-3.1-pro-preview,"A unit raised to the power of negative one is a specific type of unit raised to a power, making this a proper subsumption relationship."
LLMs4OL_MatOnto_SUB,pred,unit,derivedunit,0,is_a,gemini-3.1-pro-preview,"A derived unit is a specific type of measurement unit formed by combining base units, meaning every derived unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,molar mass unit,0,is_a,gemini-3.1-pro-preview,"A molar mass unit is a specific type of unit of measurement, meaning every molar mass unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,electric resistance unit,0,is_a,gemini-3.1-pro-preview,"An electric resistance unit is a specific type of unit used to measure electrical resistance, making it a proper subclass."
LLMs4OL_MatOnto_SUB,pred,unit,dose equivalent unit,0,is_a,gemini-3.1-pro-preview,"A dose equivalent unit is a specific type of unit used to measure radiation dose equivalent, meaning every dose equivalent unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,linear density unit,0,is_a,gemini-3.1-pro-preview,"A linear density unit is a specific type of unit of measurement, meaning every linear density unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,luminous flux unit,0,is_a,gemini-3.1-pro-preview,"A luminous flux unit is a specific type of unit used to measure the perceived power of light, meaning every luminous flux unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,radiation unit,0,is_a,gemini-3.1-pro-preview,"A radiation unit is a specific type of unit used for measuring radiation, meaning every radiation unit is a unit."
LLMs4OL_MatOnto_SUB,pred,unit,moment of force unit,0,is_a,gemini-3.1-pro-preview,"A moment of force unit is a specific type of unit used for measurement, meaning every instance of the former is an instance of the latter."
LLMs4OL_MatOnto_SUB,pred,unit,zepto scaled unit,0,is_a,gemini-3.1-pro-preview,"A zepto scaled unit is a specific type of unit of measurement, meaning every zepto scaled unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,unit raised to power of negative one,1,is_a,gemini-3.1-pro-preview,"A unit raised to the power of negative one is a specific type of derived unit, meaning it is a kind of unit."
LLMs4OL_MatOnto_SUB,pred,unit,solid angle,1,other_related,gemini-3.1-pro-preview,"A solid angle is a measurable geometric quantity, whereas a unit is a standard of measurement (such as the steradian used to measure solid angles), meaning they are related concepts but one is not a type of the other."
LLMs4OL_MatOnto_SUB,pred,unit,molecular mass unit,0,is_a,gemini-3.1-pro-preview,"A molecular mass unit is a specific type of unit used to measure molecular mass, meaning every molecular mass unit is an instance of a unit."
LLMs4OL_MatOnto_SUB,pred,unit,density unit,0,is_a,gemini-3.1-pro-preview,"A density unit is a specific type of unit of measurement, meaning every density unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,scaled unit,0,is_a,gemini-3.1-pro-preview,"A scaled unit is a specific type of unit that has been modified by a scaling factor, meaning every scaled unit is a unit."
LLMs4OL_MatOnto_SUB,pred,unit,energy unit,0,is_a,gemini-3.1-pro-preview,"An energy unit is a specific type of unit used to measure energy, meaning every energy unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,peta scaled unit,0,is_a,gemini-3.1-pro-preview,"A peta scaled unit is a specific type of unit of measurement that has been scaled by a factor of peta (10^15), meaning every peta scaled unit is a unit."
LLMs4OL_MatOnto_SUB,pred,unit,unit raised to power of three,1,is_a,gemini-3.1-pro-preview,"A unit raised to the power of three (such as a cubic meter) is a specific type of measurement unit, making this a proper subsumption."
LLMs4OL_MatOnto_SUB,pred,unit,electric current unit,0,is_a,gemini-3.1-pro-preview,"An electric current unit is a specific type of unit used to measure electric current, making it a proper subclass."
LLMs4OL_MatOnto_SUB,pred,unit,electromagnetic radiation unit,0,is_a,gemini-3.1-pro-preview,"An electromagnetic radiation unit is a specific type of measurement unit, meaning every instance of the former is also an instance of the latter."
LLMs4OL_MatOnto_SUB,pred,unit,conduction unit,0,is_a,gemini-3.1-pro-preview,"A conduction unit is a specific type of unit used to measure electrical conductance, meaning every conduction unit is a unit."
LLMs4OL_MatOnto_SUB,pred,unit,area density unit,0,is_a,gemini-3.1-pro-preview,"An area density unit is a specific type of unit used to measure area density, meaning every area density unit is inherently a unit."
LLMs4OL_MatOnto_SUB,pred,unit,catalytic activity unit,0,is_a,gemini-3.1-pro-preview,"A catalytic activity unit is a specific type of measurement unit, meaning every instance of the former is inherently an instance of the latter."
LLMs4OL_MatOnto_SUB,pred,unit,unit raised to power,1,is_a,gemini-3.1-pro-preview,A unit raised to a power (such as a square meter or cubic centimeter) is a specific type of measurement unit.
LLMs4OL_MatOnto_SUB,pred,derivedunit,molar mass unit,1,is_a,gemini-3.1-pro-preview,"A molar mass unit, such as kilograms per mole, is formed by combining base units (mass and amount of substance), making it a specific type of derived unit."
LLMs4OL_MatOnto_SUB,pred,derivedunit,electric resistance unit,1,is_a,gemini-3.1-pro-preview,"Since electric resistance is a derived physical quantity, any unit used to measure it is by definition a derived unit, making this a proper subsumption."
LLMs4OL_MatOnto_SUB,pred,derivedunit,dose equivalent unit,1,is_a,gemini-3.1-pro-preview,"A dose equivalent unit, such as the Sievert, is a specific type of derived unit used to measure radiation dose equivalent."
LLMs4OL_MatOnto_SUB,pred,derivedunit,linear density unit,1,is_a,gemini-3.1-pro-preview,"A linear density unit (such as kilograms per meter) is formed by combining base units (mass and length), making it a specific type of derived unit."
LLMs4OL_MatOnto_SUB,pred,derivedunit,radiation unit,1,is_a,gemini-3.1-pro-preview,"In the context of unit ontologies (such as the Unit Ontology), units are broadly categorized into base units (like meters and seconds) and derived units, which are defined by combining base units. All standard radiation units (such as the becquerel, gray, sievert, and roentgen) are mathematically de"
LLMs4OL_MatOnto_SUB,pred,derivedunit,moment of force unit,1,is_a,gemini-3.1-pro-preview,"A moment of force unit, such as the Newton-meter, is formed by combining base units, making it a specific type of derived unit."
LLMs4OL_MatOnto_SUB,pred,derivedunit,unit raised to power of negative one,1,is_a,gemini-3.1-pro-preview,"A unit raised to the power of negative one (such as reciprocal seconds, or Hertz) is formed by mathematical operations on base units, making it a specific type of derived unit."
LLMs4OL_MatOnto_SUB,pred,derivedunit,solid angle,1,other_related,gemini-3.1-pro-preview,"A solid angle is a physical quantity or property, whereas a derived unit is a standard of measurement used to quantify such properties (like the steradian), meaning they are related by measurement rather than subsumption."
LLMs4OL_MatOnto_SUB,pred,derivedunit,molecular mass unit,1,unrelated,gemini-3.1-pro-preview,"A molecular mass unit (such as the Dalton) is a unit of mass (a base quantity) rather than a unit formed by combining base units, meaning it is not a derived unit and has no direct relationship with the concept of a derived unit other than sharing a common parent."
LLMs4OL_MatOnto_SUB,pred,derivedunit,density unit,1,is_a,gemini-3.1-pro-preview,Every density unit is a type of derived unit because density is a derived quantity calculated from mass and volume.
LLMs4OL_MatOnto_SUB,pred,derivedunit,energy unit,1,is_a,gemini-3.1-pro-preview,"Since energy is a derived physical quantity (with dimensions of mass, length squared, and inverse time squared) rather than a base quantity, every unit used to measure energy is by definition a derived unit, making ""energy unit"" a proper subclass of ""derived unit""."
LLMs4OL_MatOnto_SUB,pred,derivedunit,unit raised to power of three,1,is_a,gemini-3.1-pro-preview,"A unit raised to the power of three (such as a cubic meter) is formed by mathematically combining base units, making it a specific type of derived unit."
LLMs4OL_MatOnto_SUB,pred,derivedunit,electromagnetic radiation unit,1,is_a,gemini-3.1-pro-preview,"An electromagnetic radiation unit (such as the lumen or lux) is a specific category of derived unit used to measure properties of electromagnetic radiation, making it a subtype of derived unit."
LLMs4OL_MatOnto_SUB,pred,derivedunit,conduction unit,1,is_a,gemini-3.1-pro-preview,A conduction unit (such as the siemens) is a specific type of derived unit used to measure electrical conductance.
LLMs4OL_MatOnto_SUB,pred,derivedunit,area density unit,1,is_a,gemini-3.1-pro-preview,"An area density unit, such as kilograms per square meter, is a specific type of derived unit formed by combining base units of mass and length."
LLMs4OL_MatOnto_SUB,pred,derivedunit,catalytic activity unit,1,is_a,gemini-3.1-pro-preview,"A catalytic activity unit, such as the katal, is a specific type of derived unit because it is defined in terms of base units (amount of substance and time)."
LLMs4OL_MatOnto_SUB,pred,intensive property,flexural modulus,0,is_a,gemini-3.1-pro-preview,"Flexural modulus is a specific type of physical property that does not depend on the amount of material present, making it a true subtype of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,wavenumber,1,is_a,gemini-3.1-pro-preview,"Wavenumber is a physical property of a wave that does not depend on the size or extent of the system, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,moleculecomponentcount,1,unrelated,gemini-3.1-pro-preview,"A molecule component count is an extensive property (as it depends on the number of components/atoms), whereas an intensive property is independent of the system's size or amount of matter, meaning these two concepts are disjoint and have no direct relationship."
LLMs4OL_MatOnto_SUB,pred,intensive property,pauling electronegativity,1,is_a,gemini-3.1-pro-preview,"Pauling electronegativity is a specific type of electronegativity, which is a physical property that does not depend on the amount of substance, making it a kind of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,temperature,1,is_a,gemini-3.1-pro-preview,"Temperature is a physical property that does not depend on the size or mass of a system, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,surface tension,1,is_a,gemini-3.1-pro-preview,"Surface tension is a physical property of a liquid that does not depend on the amount of the substance present, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,density,1,is_a,gemini-3.1-pro-preview,"Density is a physical property that does not depend on the amount of matter present, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,aromaticity,1,is_a,gemini-3.1-pro-preview,"Aromaticity is a property of a molecule that does not depend on the amount of the substance present, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,mulliken electronegativity,1,is_a,gemini-3.1-pro-preview,"Mulliken electronegativity is a specific type of electronegativity, which is an intensive property because its value does not depend on the amount of substance present."
LLMs4OL_MatOnto_SUB,pred,intensive property,undefined stereo atom count,1,unrelated,gemini-3.1-pro-preview,"An atom count is an extensive property because its value depends on the size or extent of the system (e.g., the size of the molecule), making it mutually exclusive with the class of intensive properties."
LLMs4OL_MatOnto_SUB,pred,intensive property,concentration,1,is_a,gemini-3.1-pro-preview,"Concentration is defined as a ratio of two extensive properties (such as amount of substance and volume) and thus does not depend on the total amount of matter present, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,molecularquality,1,unrelated,gemini-3.1-pro-preview,"Molecular quality and intensive property are distinct categories of properties (one pertaining to individual molecules, the other to bulk matter independent of system size), meaning neither subsumes the other and they have no direct relationship."
LLMs4OL_MatOnto_SUB,pred,intensive property,electronegativity,1,is_a,gemini-3.1-pro-preview,Electronegativity is a specific type of intensive property because its value is independent of the amount of substance present.
LLMs4OL_MatOnto_SUB,pred,intensive property,permittivity,1,is_a,gemini-3.1-pro-preview,"Permittivity is a physical property of a material that does not depend on the amount or size of the material present, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,molar entropy,1,is_a,gemini-3.1-pro-preview,"Molar entropy is defined per unit amount of substance and thus does not depend on the system's size or mass, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,amount of substance concentration,1,is_a,gemini-3.1-pro-preview,"Amount of substance concentration is a physical property that does not depend on the overall size or amount of material in the system, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,intensive property,hardness range,1,other_related,gemini-3.1-pro-preview,"While hardness itself is an intensive property, a ""hardness range"" refers to an interval of values for this property rather than being a type of intensive property itself."
LLMs4OL_MatOnto_SUB,pred,intensive property,electric resistance,1,other_related,gemini-3.1-pro-preview,"Electric resistance is an extensive property because it depends on the size and shape of the object, not an intensive property, meaning they are related as different categories of physical properties but lack a subsumption relationship."
LLMs4OL_MatOnto_SUB,pred,intensive property,angular acceleration,1,is_a,gemini-3.1-pro-preview,"Angular acceleration is a physical property whose magnitude does not depend on the size or extent of the system, making it a specific type of intensive property."
LLMs4OL_MatOnto_SUB,pred,measured property,flexural modulus,0,is_a,gemini-3.1-pro-preview,"Flexural modulus is a specific type of property that can be measured, meaning every instance of a flexural modulus is an instance of a measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,wavenumber,0,is_a,gemini-3.1-pro-preview,"A wavenumber is a specific type of physical quantity or measured property, meaning every instance of a wavenumber is an instance of a measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,moleculecomponentcount,0,is_a,gemini-3.1-pro-preview,"A molecule component count is a specific type of measured property, as it represents a quantifiable characteristic (a count) of a molecule."
LLMs4OL_MatOnto_SUB,pred,measured property,pauling electronegativity,1,is_a,gemini-3.1-pro-preview,"Pauling electronegativity is a specific type of chemical property that can be measured, making it a proper subtype of a measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,temperature,0,is_a,gemini-3.1-pro-preview,"Temperature is a specific type of physical property that can be measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,surface tension,0,is_a,gemini-3.1-pro-preview,"Surface tension is a specific type of physical property that can be measured, meaning every instance of surface tension is an instance of a measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,density,0,is_a,gemini-3.1-pro-preview,"Density is a specific type of physical property that can be quantified, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,aromaticity,0,is_a,gemini-3.1-pro-preview,"Aromaticity is a specific type of chemical property that can be evaluated or quantified in molecules, making it a kind of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,mulliken electronegativity,1,is_a,gemini-3.1-pro-preview,"Mulliken electronegativity is a specific type of chemical property that is quantified or measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,undefined stereo atom count,0,is_a,gemini-3.1-pro-preview,"An undefined stereo atom count is a specific type of measured property, meaning every instance of the former is an instance of the latter."
LLMs4OL_MatOnto_SUB,pred,measured property,concentration,0,is_a,gemini-3.1-pro-preview,"Concentration is a specific type of property that can be measured, making it a subclass of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,solid angle,0,is_a,gemini-3.1-pro-preview,"A solid angle is a specific type of physical quantity or measured property, meaning every solid angle is a measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,velocity,0,is_a,gemini-3.1-pro-preview,"Velocity is a specific type of physical property that can be quantified, meaning every instance of velocity is an instance of a measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,magnetic flux,0,is_a,gemini-3.1-pro-preview,"Magnetic flux is a specific type of physical quantity or property that can be measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,angle,0,is_a,gemini-3.1-pro-preview,"An angle is a specific type of physical quantity or property that can be measured, meaning every angle is a kind of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,angular acceleration,0,is_a,gemini-3.1-pro-preview,"Angular acceleration is a specific type of physical quantity or property that can be measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,hardness range,1,other_related,gemini-3.1-pro-preview,"A hardness range specifies an interval of values for a specific property (hardness), rather than being a measured property itself."
LLMs4OL_MatOnto_SUB,pred,measured property,permittivity,0,is_a,gemini-3.1-pro-preview,"Permittivity is a specific type of physical property that can be measured, meaning every instance of permittivity is an instance of a measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,exposure,0,is_a,gemini-3.1-pro-preview,"Exposure, particularly in the context of radiation or physical quantities, is a specific type of quantifiable physical property, making it a kind of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,count,0,is_a,gemini-3.1-pro-preview,A count is a specific type of measured property that quantifies the number of discrete entities in a collection.
LLMs4OL_MatOnto_SUB,pred,measured property,electric resistance,0,is_a,gemini-3.1-pro-preview,"Electric resistance is a specific type of physical property that can be measured, meaning every instance of electric resistance is an instance of a measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,electronegativity,1,is_a,gemini-3.1-pro-preview,"Electronegativity is a specific type of property that can be quantified and measured, making it a proper subclass of measured property."
LLMs4OL_MatOnto_SUB,pred,measured property,intensive property,0,is_a,gemini-3.1-pro-preview,"An intensive property is a specific type of measured property that is independent of the amount of matter present, making it a proper subclass."
LLMs4OL_MatOnto_SUB,pred,measured property,amount of substance concentration,0,is_a,gemini-3.1-pro-preview,"An amount of substance concentration is a specific type of measured property, meaning every instance of the former is an instance of the latter."
LLMs4OL_MatOnto_SUB,pred,measured property,molar entropy,0,is_a,gemini-3.1-pro-preview,"Molar entropy is a specific type of physical property that can be measured, making it a subtype of measured property."
LLMs4OL_MatOnto_SUB,pred,quality,wavenumber,0,is_a,gemini-3.1-pro-preview,"A wavenumber is a specific type of physical property or quality that describes the spatial frequency of a wave, meaning every instance of a wavenumber is an instance of a quality."
LLMs4OL_MatOnto_SUB,pred,quality,moleculecomponentcount,0,is_a,gemini-3.1-pro-preview,A molecule component count is a specific type of quality that quantifies the number of components within a molecule.
LLMs4OL_MatOnto_SUB,pred,quality,pauling electronegativity,0,is_a,gemini-3.1-pro-preview,"Pauling electronegativity is a specific type of chemical property, meaning it is a kind of quality."
