dataset,source,parent,child,is_fp,type,model,justification
CellOntology_SUB,pred,neural cell,sensory receptor cell,1,other_related,google/gemma-4-31b-it,"While sensory receptor cells are specialized for detecting stimuli and often synapse with neurons, they are not biologically classified as a type of neural cell (neuron or glia), though they function within the sensory system."
CellOntology_SUB,pred,neural cell,brain macroglial cell,0,is_a,google/gemma-4-31b-it,"A brain macroglial cell is a specific type of glial cell, and all glial cells are categorized as neural cells."
CellOntology_SUB,pred,neural cell,macroglial cell,0,is_a,google/gemma-4-31b-it,"A macroglial cell is a specific type of glial cell, and all glial cells are categorized as neural cells."
CellOntology_SUB,pred,neural cell,afferent neuron,0,is_a,google/gemma-4-31b-it,"An afferent neuron is a specific type of neural cell, meaning every instance of an afferent neuron is necessarily an instance of a neural cell."
CellOntology_SUB,pred,neural cell,interlaminar astrocyte,0,is_a,google/gemma-4-31b-it,"An interlaminar astrocyte is a specific type of astrocyte, and since astrocytes are a type of neural cell, every interlaminar astrocyte is necessarily a neural cell."
CellOntology_SUB,pred,neural cell,astrocyte of the forebrain,0,is_a,google/gemma-4-31b-it,"An astrocyte of the forebrain is a specific type of neural cell, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,neural cell,neural crest derived neuron,0,is_a,google/gemma-4-31b-it,"Every neural crest derived neuron is, by definition, a type of neural cell."
CellOntology_SUB,pred,neural cell,wide field retinal amacrine cell,0,is_a,google/gemma-4-31b-it,"A wide field retinal amacrine cell is a specific type of amacrine cell, which is a type of neural cell, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,neural cell,intrinsic primary afferent neuron of myenteric plexus,0,is_a,google/gemma-4-31b-it,"An intrinsic primary afferent neuron of the myenteric plexus is a specific type of neuron, and all neurons are types of neural cells."
CellOntology_SUB,pred,neural cell,amacrine cell,0,is_a,google/gemma-4-31b-it,"An amacrine cell is a specific type of interneuron found in the retina, and since all neurons are neural cells, every amacrine cell is necessarily a neural cell."
CellOntology_SUB,pred,neural cell,wf4 amacrine cell,0,is_a,google/gemma-4-31b-it,"A 'wf4 amacrine cell' is a specific type of 'amacrine cell', which is itself a type of 'neural cell', making the relationship a proper subsumption."
CellOntology_SUB,pred,neural cell,superior cervical ganglion thnpy neuron,0,is_a,google/gemma-4-31b-it,"A superior cervical ganglion thnpy neuron is a specific type of neuron, and since all neurons are neural cells, the child is a subclass of the parent."
CellOntology_SUB,pred,neural cell,autonomic neuron,0,is_a,google/gemma-4-31b-it,"An autonomic neuron is a specific type of neural cell, meaning every instance of an autonomic neuron is necessarily an instance of a neural cell."
CellOntology_SUB,pred,neural cell,astrocyte,0,is_a,google/gemma-4-31b-it,"An astrocyte is a type of glial cell, and glial cells are a category of neural cells (cells of the nervous system), meaning every astrocyte is necessarily a neural cell."
CellOntology_SUB,pred,neural cell,sympathetic neuron,0,is_a,google/gemma-4-31b-it,"A sympathetic neuron is a specific type of neuron, and all neurons are types of neural cells, therefore every instance of a sympathetic neuron is necessarily an instance of a neural cell."
CellOntology_SUB,pred,neural cell,interneuron,0,is_a,google/gemma-4-31b-it,"An interneuron is a specific type of neuron, and since all neurons are neural cells, every interneuron is necessarily a neural cell."
CellOntology_SUB,pred,neural cell,peripheral sensory neuron,0,is_a,google/gemma-4-31b-it,"A peripheral sensory neuron is a specific type of neuron, and all neurons are types of neural cells, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,neural cell,astrocyte of the cerebral cortex,0,is_a,google/gemma-4-31b-it,"An astrocyte of the cerebral cortex is a specific type of glial cell, and glial cells are a category of neural cells."
CellOntology_SUB,pred,neural cell,glial cell,0,is_a,google/gemma-4-31b-it,"Glial cells are a specific type of cell found in the nervous system, making them a subclass of neural cells."
CellOntology_SUB,pred,neural cell,cerebral cortex glial cell,0,is_a,google/gemma-4-31b-it,"A cerebral cortex glial cell is a specific type of glial cell, and since glial cells are a category of neural cells, every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,neural cell,neuron,0,is_a,google/gemma-4-31b-it,"Every neuron is by definition a type of neural cell, and the provided taxonomy confirms that 'neural cell' acts as a broader category containing various types of neurons and glia."
CellOntology_SUB,pred,neural cell,central nervous system neuron,0,is_a,google/gemma-4-31b-it,"A central nervous system neuron is a specific type of neural cell, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,neural cell,neuron associated cell,0,is_a,google/gemma-4-31b-it,A 'neuron associated cell' (such as a glial cell) is a specific type of 'neural cell' found within the nervous system.
CellOntology_SUB,pred,neural cell,chemoreceptor cell,1,other_related,google/gemma-4-31b-it,"While chemoreceptor cells are sensory cells that interface with the nervous system, they are not all neural cells (e.g., some are specialized epithelial cells), and the taxonomy already correctly places them under 'sensory receptor cell'."
CellOntology_SUB,pred,electrically signaling cell,peripheral nervous system neuron,0,is_a,google/gemma-4-31b-it,"A peripheral nervous system neuron is a specific type of cell that transmits electrical signals, meaning every instance of the child is necessarily an instance of the parent."
CellOntology_SUB,pred,electrically signaling cell,sensory neuron,0,is_a,google/gemma-4-31b-it,"Every sensory neuron is, by definition, a cell that uses electrical signals to transmit information, making it a specific type of electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,enteric neuron,0,is_a,google/gemma-4-31b-it,"An enteric neuron is a specific type of neuron that uses electrical signaling to transmit information, meaning every enteric neuron is necessarily an electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,sensory receptor cell,1,is_a,google/gemma-4-31b-it,"A sensory receptor cell is a specialized cell that converts a stimulus into an electrical signal, making it a specific type of electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,sensory epithelial cell,1,is_a,google/gemma-4-31b-it,"Sensory epithelial cells (such as taste receptor cells or olfactory receptor cells) are specialized cells that generate electrical signals to transmit sensory information, making them a specific type of electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,afferent neuron,0,is_a,google/gemma-4-31b-it,"An afferent neuron is a specific type of cell that transmits electrical signals, meaning every instance of an afferent neuron is necessarily an instance of an electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,neural crest derived neuron,0,is_a,google/gemma-4-31b-it,"Every neural crest derived neuron is, by definition, a neuron, and all neurons are cells that signal electrically, making the child a specific subtype of the parent."
CellOntology_SUB,pred,electrically signaling cell,wide field retinal amacrine cell,0,is_a,google/gemma-4-31b-it,"A wide field retinal amacrine cell is a specific type of amacrine cell, which is a type of interneuron, and all such neurons are cells that signal electrically."
CellOntology_SUB,pred,electrically signaling cell,intrinsic primary afferent neuron of myenteric plexus,0,is_a,google/gemma-4-31b-it,"An intrinsic primary afferent neuron of the myenteric plexus is a specific type of neuron, and all neurons are cells that signal electrically, making this a proper subsumption."
CellOntology_SUB,pred,electrically signaling cell,amacrine cell,0,is_a,google/gemma-4-31b-it,"An amacrine cell is a specific type of interneuron that uses electrical signaling to communicate, meaning every amacrine cell is necessarily an electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,wf4 amacrine cell,0,is_a,google/gemma-4-31b-it,"A wf4 amacrine cell is a specific type of amacrine cell, and since all amacrine cells are electrically signaling cells, every instance of a wf4 amacrine cell is necessarily an instance of an electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,superior cervical ganglion thnpy neuron,0,is_a,google/gemma-4-31b-it,"A superior cervical ganglion thnpy neuron is a specific type of neuron, and since all neurons are cells that signal electrically, every instance of the child is an instance of the parent."
CellOntology_SUB,pred,electrically signaling cell,autonomic neuron,0,is_a,google/gemma-4-31b-it,"An autonomic neuron is a specific type of neuron, and all neurons are cells that signal electrically, meaning every instance of an autonomic neuron is necessarily an instance of an electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,sympathetic neuron,0,is_a,google/gemma-4-31b-it,"A sympathetic neuron is a specific type of neuron, and since all neurons are cells that signal electrically, every sympathetic neuron is necessarily an electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,interneuron,0,is_a,google/gemma-4-31b-it,"An interneuron is a specific type of neuron, and all neurons are cells that signal electrically, meaning every interneuron is necessarily an electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,peripheral sensory neuron,0,is_a,google/gemma-4-31b-it,"A peripheral sensory neuron is a specific type of cell that transmits signals electrically, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,electrically signaling cell,neuron,0,is_a,google/gemma-4-31b-it,"Every neuron is, by definition, a cell that transmits signals electrically, making it a specific type of electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,central nervous system neuron,0,is_a,google/gemma-4-31b-it,"Every central nervous system neuron is, by definition, a cell that signals electrically, making it a specific subtype of electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,chemoreceptor cell,1,is_a,google/gemma-4-31b-it,"Chemoreceptor cells are specialized sensory cells that use electrical signaling (such as graded potentials or action potentials) to transmit information, making them a specific type of electrically signaling cell."
CellOntology_SUB,pred,electrically signaling cell,auditory epithelial cell,1,is_a,google/gemma-4-31b-it,"Auditory epithelial cells (such as hair cells) are specialized sensory receptor cells that utilize electrical signaling (graded potentials) to transmit information, making them a specific type of electrically signaling cell."
CellOntology_SUB,pred,secretory cell,peripheral nervous system neuron,1,other_related,google/gemma-4-31b-it,"While neurons release neurotransmitters via exocytosis, they are fundamentally defined as signaling cells rather than secretory cells, which are typically specialized epithelial or endocrine cells."
CellOntology_SUB,pred,secretory cell,enteric neuron,1,other_related,google/gemma-4-31b-it,"While enteric neurons release neurotransmitters (a form of secretion), they are fundamentally specialized neural cells, whereas 'secretory cell' typically refers to glandular or epithelial cells specialized for bulk secretion."
CellOntology_SUB,pred,secretory cell,androgen secreting cell,0,is_a,google/gemma-4-31b-it,"An androgen secreting cell is a specific type of cell that secretes a substance (androgen), making it a member of the broader class of secretory cells."
CellOntology_SUB,pred,secretory cell,mucus secreting cell,0,is_a,google/gemma-4-31b-it,"A mucus secreting cell is a specific type of secretory cell, as it performs the general function of secretion by producing mucus."
CellOntology_SUB,pred,secretory cell,seromucus secreting cell,0,is_a,google/gemma-4-31b-it,A seromucus secreting cell is a specific type of secretory cell that secretes both serous and mucous products.
CellOntology_SUB,pred,secretory cell,intrinsic primary afferent neuron of myenteric plexus,1,unrelated,google/gemma-4-31b-it,"An intrinsic primary afferent neuron is a specialized nerve cell that senses stimuli, whereas a secretory cell is a cell specialized for the production and release of substances; while neurons can release neurotransmitters, they are fundamentally distinct cell lineages from secretory cells."
CellOntology_SUB,pred,secretory cell,amacrine cell,1,other_related,google/gemma-4-31b-it,"Amacrine cells are neurons that release neurotransmitters (a form of secretion) to modulate signals, but they are fundamentally classified as interneurons rather than as a type of ""secretory cell,"" which typically refers to glandular or epithelial cells specialized for bulk secretion."
CellOntology_SUB,pred,secretory cell,wf4 amacrine cell,1,other_related,google/gemma-4-31b-it,"While amacrine cells release neurotransmitters (a form of secretion), the term 'secretory cell' in biological taxonomies typically refers to specialized glandular or epithelial cells (like mucus or hormone secreting cells) rather than neurons, making this a functional association rather than a prope"
CellOntology_SUB,pred,secretory cell,superior cervical ganglion thnpy neuron,1,other_related,google/gemma-4-31b-it,"A superior cervical ganglion neuron is a type of neuron that releases neurotransmitters (secretes chemicals) to communicate, but it is fundamentally a neuron rather than a specialized ""secretory cell"" (which typically refers to glandular or epithelial cells). While neurons have secretory functions, "
CellOntology_SUB,pred,secretory cell,autonomic neuron,1,other_related,google/gemma-4-31b-it,"While autonomic neurons release neurotransmitters (a form of secretion), they are fundamentally defined as neurons rather than a subtype of secretory cells, which typically refers to glandular or epithelial cells."
CellOntology_SUB,pred,secretory cell,steroid hormone secreting cell,0,is_a,google/gemma-4-31b-it,"A steroid hormone secreting cell is a specific type of secretory cell, as it performs the general function of secretion but specializes in the production of steroid hormones."
CellOntology_SUB,pred,secretory cell,secretory epithelial cell,0,is_a,google/gemma-4-31b-it,"A secretory epithelial cell is a specific type of secretory cell that also possesses the characteristics of an epithelial cell, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,secretory cell,large mucus secreting cholangiocyte,0,is_a,google/gemma-4-31b-it,"A large mucus secreting cholangiocyte is a specific type of cell that secretes mucus, making it a member of the broader class of secretory cells."
CellOntology_SUB,pred,secretory cell,interneuron,1,other_related,google/gemma-4-31b-it,"While interneurons release neurotransmitters (a form of secretion), they are specialized signaling cells of the nervous system, whereas ""secretory cell"" typically refers to glandular or epithelial cells specialized for bulk secretion of substances like hormones or mucus."
CellOntology_SUB,pred,secretory cell,peripheral sensory neuron,1,unrelated,google/gemma-4-31b-it,"A peripheral sensory neuron is a specialized nerve cell designed for signal transmission, whereas a secretory cell is specialized for the production and release of substances; while some neurons can be neurosecretory, a peripheral sensory neuron is not a type of secretory cell."
CellOntology_SUB,pred,secretory cell,neuron,1,other_related,google/gemma-4-31b-it,"While neurons release neurotransmitters via exocytosis, they are specialized signaling cells and are not taxonomically classified as a subtype of secretory cells (which typically refers to glandular or epithelial cells)."
CellOntology_SUB,pred,secretory cell,central nervous system neuron,1,other_related,google/gemma-4-31b-it,"While neurons release neurotransmitters via exocytosis, they are specialized signaling cells and are not categorized as a subtype of secretory cells, which typically refers to cells dedicated to glandular or systemic secretion (like mucus or hormones)."
CellOntology_SUB,pred,neuron,peripheral nervous system neuron,0,is_a,google/gemma-4-31b-it,"A peripheral nervous system neuron is a specific type of neuron, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,neuron,sensory neuron,0,is_a,google/gemma-4-31b-it,A sensory neuron is a specific type of neuron characterized by its function of converting external stimuli into electrical impulses.
CellOntology_SUB,pred,neuron,enteric neuron,0,is_a,google/gemma-4-31b-it,"An enteric neuron is a specific type of neuron found in the enteric nervous system, meaning every enteric neuron is necessarily a neuron."
CellOntology_SUB,pred,neuron,afferent neuron,0,is_a,google/gemma-4-31b-it,"An afferent neuron is a specific type of neuron that carries sensory information toward the central nervous system, meaning every afferent neuron is necessarily a neuron."
CellOntology_SUB,pred,neuron,neural crest derived neuron,0,is_a,google/gemma-4-31b-it,"Every neural crest derived neuron is, by definition, a type of neuron."
CellOntology_SUB,pred,neuron,wide field retinal amacrine cell,0,is_a,google/gemma-4-31b-it,"A wide field retinal amacrine cell is a specific type of amacrine cell, which is a type of interneuron, which in turn is a type of neuron."
CellOntology_SUB,pred,neuron,intrinsic primary afferent neuron of myenteric plexus,0,is_a,google/gemma-4-31b-it,"An intrinsic primary afferent neuron of the myenteric plexus is a specific type of neuron, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,neuron,amacrine cell,0,is_a,google/gemma-4-31b-it,"An amacrine cell is a specific type of interneuron found in the retina, and since all interneurons are neurons, every amacrine cell is necessarily a neuron."
CellOntology_SUB,pred,neuron,wf4 amacrine cell,0,is_a,google/gemma-4-31b-it,"A wf4 amacrine cell is a specific type of amacrine cell, and since amacrine cells are a type of neuron, every wf4 amacrine cell is necessarily a neuron."
CellOntology_SUB,pred,neuron,superior cervical ganglion thnpy neuron,0,is_a,google/gemma-4-31b-it,"A superior cervical ganglion thnpy neuron is a specific type of neuron located in the superior cervical ganglion, meaning every instance of this specific neuron is necessarily an instance of the general class of neurons."
CellOntology_SUB,pred,neuron,autonomic neuron,0,is_a,google/gemma-4-31b-it,"An autonomic neuron is a specific type of neuron that belongs to the autonomic nervous system, meaning every autonomic neuron is necessarily a neuron."
CellOntology_SUB,pred,neuron,sympathetic neuron,0,is_a,google/gemma-4-31b-it,"A sympathetic neuron is a specific type of neuron belonging to the autonomic nervous system, meaning every sympathetic neuron is necessarily a neuron."
CellOntology_SUB,pred,neuron,interneuron,0,is_a,google/gemma-4-31b-it,"An interneuron is a specific type of neuron that transmits impulses between other neurons, meaning every interneuron is by definition a neuron."
CellOntology_SUB,pred,neuron,peripheral sensory neuron,0,is_a,google/gemma-4-31b-it,A peripheral sensory neuron is a specific type of neuron that transmits sensory information from the periphery to the central nervous system.
CellOntology_SUB,pred,neuron,central nervous system neuron,0,is_a,google/gemma-4-31b-it,"Every central nervous system neuron is, by definition, a type of neuron."
CellOntology_SUB,pred,single nucleate cell,peripheral nervous system neuron,1,is_a,google/gemma-4-31b-it,"A peripheral nervous system neuron is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,enteric neuron,1,is_a,google/gemma-4-31b-it,"An enteric neuron is a type of cell that possesses a single nucleus, meaning every instance of an enteric neuron is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,be1 cell,0,is_a,google/gemma-4-31b-it,"A 'be1 cell' is a specific type of B cell, and since B cells are cells with a single nucleus, every 'be1 cell' is necessarily a 'single nucleate cell'."
CellOntology_SUB,pred,single nucleate cell,lymphocyte of b lineage cd19-positive,0,is_a,google/gemma-4-31b-it,"A 'lymphocyte of b lineage cd19-positive' is a specific type of cell that possesses a single nucleus, meaning every instance of the child is necessarily an instance of the parent."
CellOntology_SUB,pred,single nucleate cell,cholangiocyte,1,is_a,google/gemma-4-31b-it,"A cholangiocyte is a type of cell that possesses a single nucleus, meaning every instance of a cholangiocyte is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,vein endothelial cell,1,is_a,google/gemma-4-31b-it,"A vein endothelial cell is a type of cell that possesses a single nucleus, meaning every instance of a vein endothelial cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,mesenchymal stem cell of orbital adipose tissue,1,is_a,google/gemma-4-31b-it,"A mesenchymal stem cell of orbital adipose tissue is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,vascular leptomeningeal cell,1,is_a,google/gemma-4-31b-it,"A vascular leptomeningeal cell is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,sensory receptor cell,1,is_a,google/gemma-4-31b-it,"A sensory receptor cell is a type of cell that possesses a single nucleus, meaning every instance of a sensory receptor cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,macroglial cell,1,is_a,google/gemma-4-31b-it,"A macroglial cell is a type of cell that possesses a single nucleus, meaning every instance of a macroglial cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,mesenchymal stem cell of adipose tissue,1,is_a,google/gemma-4-31b-it,"A mesenchymal stem cell of adipose tissue is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,b cell,0,is_a,google/gemma-4-31b-it,"A B cell is a type of cell that possesses a single nucleus, meaning every instance of a B cell is necessarily an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,mature alpha-beta t cell,0,is_a,google/gemma-4-31b-it,"A mature alpha-beta T cell is a specific type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,afferent neuron,1,is_a,google/gemma-4-31b-it,"An afferent neuron is a type of cell that possesses a single nucleus, meaning every instance of an afferent neuron is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,schlemms canal endothelial cell,1,is_a,google/gemma-4-31b-it,"A Schlemm's canal endothelial cell is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,male germ cell,1,is_a,google/gemma-4-31b-it,"A male germ cell is a type of cell that possesses a single nucleus, meaning every instance of a male germ cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,endothelial cell of vascular tree,1,is_a,google/gemma-4-31b-it,"An endothelial cell of the vascular tree is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,lymphocyte,0,is_a,google/gemma-4-31b-it,"A lymphocyte is a type of cell characterized by having a single nucleus, meaning every lymphocyte is necessarily a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,b cell cd19-positive,0,is_a,google/gemma-4-31b-it,"A 'b cell cd19-positive' is a specific type of cell that possesses a single nucleus, meaning every instance of the child is necessarily an instance of the parent."
CellOntology_SUB,pred,single nucleate cell,astrocyte of the forebrain,1,is_a,google/gemma-4-31b-it,"An astrocyte of the forebrain is a type of cell that possesses a single nucleus, meaning every instance of the child is also an instance of the parent."
CellOntology_SUB,pred,single nucleate cell,neural crest derived neuron,1,is_a,google/gemma-4-31b-it,"A neural crest derived neuron is a type of cell that possesses a single nucleus, meaning every instance of the child is also an instance of the parent."
CellOntology_SUB,pred,single nucleate cell,wide field retinal amacrine cell,1,is_a,google/gemma-4-31b-it,"A wide field retinal amacrine cell is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,t cell,0,is_a,google/gemma-4-31b-it,"A T cell is a type of cell that possesses a single nucleus, meaning every instance of a T cell is necessarily an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,intrinsic primary afferent neuron of myenteric plexus,1,is_a,google/gemma-4-31b-it,"An intrinsic primary afferent neuron of the myenteric plexus is a type of cell that possesses a single nucleus, meaning every instance of the neuron is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,spermatid,1,is_a,google/gemma-4-31b-it,"A spermatid is a type of cell that contains a single nucleus, meaning every instance of a spermatid is necessarily an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,amacrine cell,1,is_a,google/gemma-4-31b-it,"An amacrine cell is a type of cell that possesses a single nucleus, meaning every instance of an amacrine cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,mesothelial fibroblast,1,is_a,google/gemma-4-31b-it,"A mesothelial fibroblast is a type of cell that possesses a single nucleus, meaning every instance of a mesothelial fibroblast is necessarily an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,professional antigen presenting cell,1,is_a,google/gemma-4-31b-it,"Professional antigen presenting cells (such as dendritic cells, macrophages, and B cells) are types of cells that possess a single nucleus, meaning every instance of a professional antigen presenting cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,wf4 amacrine cell,1,is_a,google/gemma-4-31b-it,"A wf4 amacrine cell is a type of cell that possesses a single nucleus, meaning every instance of a wf4 amacrine cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,mature b cell,0,is_a,google/gemma-4-31b-it,"A mature B cell is a specific type of cell that possesses a single nucleus, meaning every instance of a mature B cell is necessarily an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,superior cervical ganglion thnpy neuron,1,is_a,google/gemma-4-31b-it,"A superior cervical ganglion thnpy neuron is a type of neuron, and since neurons are cells that possess a single nucleus, every instance of this specific neuron is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,alpha-beta t cell,0,is_a,google/gemma-4-31b-it,"An alpha-beta T cell is a specific type of cell that possesses a single nucleus, meaning every instance of an alpha-beta T cell is necessarily an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,lymphocyte of b lineage,0,is_a,google/gemma-4-31b-it,"A lymphocyte of B lineage is a type of cell that possesses a single nucleus, meaning every instance of the child is necessarily an instance of the parent."
CellOntology_SUB,pred,single nucleate cell,mature t cell,0,is_a,google/gemma-4-31b-it,"A mature T cell is a type of cell that possesses a single nucleus, meaning every instance of a mature T cell is necessarily an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,stem cell,1,is_a,google/gemma-4-31b-it,"A stem cell is a type of cell that possesses a single nucleus, meaning every instance of a stem cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,sympathetic neuron,1,is_a,google/gemma-4-31b-it,"A sympathetic neuron is a type of cell that possesses a single nucleus, meaning every instance of a sympathetic neuron is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,leukocyte,1,other_related,google/gemma-4-31b-it,"Not all leukocytes are single nucleate cells, as the group includes polymorphonuclear leukocytes (such as neutrophils, eosinophils, and basophils) which possess lobed or multiple nuclei."
CellOntology_SUB,pred,single nucleate cell,be cell,0,is_a,google/gemma-4-31b-it,"A 'be cell' (a specific type of B cell/lymphocyte) is a type of cell that possesses a single nucleus, meaning every instance of a be cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,peripheral sensory neuron,1,is_a,google/gemma-4-31b-it,"A peripheral sensory neuron is a type of cell that possesses a single nucleus, meaning every instance of a peripheral sensory neuron is also an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,astrocyte of the cerebral cortex,1,is_a,google/gemma-4-31b-it,"An astrocyte of the cerebral cortex is a type of cell that possesses a single nucleus, meaning every instance of the child is also an instance of the parent."
CellOntology_SUB,pred,single nucleate cell,mesothelial fibroblast of the leptomeninx,1,is_a,google/gemma-4-31b-it,"A mesothelial fibroblast of the leptomeninx is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,mucosal-associated invariant t cell,0,is_a,google/gemma-4-31b-it,"A mucosal-associated invariant T cell is a specific type of lymphocyte, and since lymphocytes are single nucleate cells, every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,fibroblast,1,is_a,google/gemma-4-31b-it,"A fibroblast is a type of cell that possesses a single nucleus, meaning every instance of a fibroblast is necessarily an instance of a single nucleate cell."
CellOntology_SUB,pred,single nucleate cell,mononuclear leukocyte,0,is_a,google/gemma-4-31b-it,"A mononuclear leukocyte is, by definition, a type of leukocyte that possesses a single nucleus, making it a specific instance of the broader class of single nucleate cells."
CellOntology_SUB,pred,single nucleate cell,cerebral cortex glial cell,1,is_a,google/gemma-4-31b-it,"A cerebral cortex glial cell is a type of cell that possesses a single nucleus, meaning every instance of the child is an instance of the parent."
CellOntology_SUB,pred,single nucleate cell,large mucus secreting cholangiocyte,1,is_a,google/gemma-4-31b-it,"A large mucus secreting cholangiocyte is a specific type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,stem cell of gastric gland,1,is_a,google/gemma-4-31b-it,"A stem cell of the gastric gland is a type of cell that possesses a single nucleus, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,pred,single nucleate cell,central nervous system neuron,1,is_a,google/gemma-4-31b-it,"A central nervous system neuron is a type of cell that possesses a single nucleus, meaning every instance of the child is an instance of the parent."
CellOntology_SUB,pred,single nucleate cell,mesenchymal stem cell,1,is_a,google/gemma-4-31b-it,"A mesenchymal stem cell is a type of cell that possesses a single nucleus, meaning every instance of a mesenchymal stem cell is also an instance of a single nucleate cell."
CellOntology_SUB,pred,sensory neuron,peripheral sensory neuron,0,is_a,google/gemma-4-31b-it,"A peripheral sensory neuron is a specific type of sensory neuron located in the peripheral nervous system, meaning every peripheral sensory neuron is necessarily a sensory neuron."
CellOntology_SUB,pred,sensory neuron,intrinsic primary afferent neuron of myenteric plexus,0,is_a,google/gemma-4-31b-it,An intrinsic primary afferent neuron (IPAN) of the myenteric plexus is a specialized type of sensory neuron located within the enteric nervous system.
CellOntology_SUB,pred,afferent neuron,sensory neuron,0,synonym,google/gemma-4-31b-it,"In neuroanatomy, ""sensory neuron"" and ""afferent neuron"" are used interchangeably to describe neurons that carry signals from periphery receptors toward the central nervous system."
CellOntology_SUB,pred,afferent neuron,intrinsic primary afferent neuron of myenteric plexus,0,is_a,google/gemma-4-31b-it,An intrinsic primary afferent neuron of the myenteric plexus is a specific type of afferent neuron located within the enteric nervous system.
CellOntology_SUB,pred,afferent neuron,peripheral sensory neuron,0,is_a,google/gemma-4-31b-it,"A peripheral sensory neuron is a specific type of afferent neuron, as all peripheral sensory neurons function to carry signals toward the central nervous system."
